video_date,video_title,video_url,timestamp_start,timestamp_end,timestamp_url,ticker,ticker_raw,company,event_type,action_inferred,confidence_rule_based,quote_segment,context_window,use_for_demo_portfolio,manual_verification_needed
2024-12-31,"I Just Bought $10,000 Of A NEW Stock",https://www.youtube.com/watch?v=JR6fjgIBm2I,28:33,28:46,https://www.youtube.com/watch?v=JR6fjgIBm2I&t=1713s,F,F,Ford,buy_or_add,buy_or_add,0.75,purchasing them at a 91 Ford PE ratio,bullish the Market's pricing in too much good news and I can't get behind purchasing them at a 91 Ford PE ratio and 22 price to sales a lot of the companies I looked at were ruled out,True,True
2024-12-31,"I Just Bought $10,000 Of A NEW Stock",https://www.youtube.com/watch?v=JR6fjgIBm2I,29:08,29:22,https://www.youtube.com/watch?v=JR6fjgIBm2I&t=1748s,TSLA,TSLA,Tesla,buy_or_add,buy_or_add,0.75,Tesla and zuk's are all getting into,moat is a little bit more narrow than investors expect the fact that weo and Tesla and zuk's are all getting into their core Arena makes me a little bit too nervous to buy into this one heavily,True,True
2024-12-31,"I Just Bought $10,000 Of A NEW Stock",https://www.youtube.com/watch?v=JR6fjgIBm2I,28:49,29:02,https://www.youtube.com/watch?v=JR6fjgIBm2I&t=1729s,UBER,UBER,Uber,buy_or_add,buy_or_add,0.75,was Uber Uber I believe in most,strongly considered adding to the portfolio But ultimately decided not to was Uber Uber I believe in most scenarios will do really well but my biggest concern and the reason I didn't,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,00:50,01:07,https://www.youtube.com/watch?v=6JwSSHaObUk&t=50s,AAPL,AAPL,Apple,sell_or_reduce,sell_or_reduce,0.75,right now are a bit juicy Apple's down,red day in the market a very red day in fact some of the sell-offs going on right now are a bit juicy Apple's down 3.6% and is down over 3% Netflix Amazon Tesla booking all of these companies are,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,29:18,29:32,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1758s,ABNB,ABNB,Airbnb,holding_update,hold_or_portfolio_holding,0.65,competitor which is Airbnb booking,all booking Holdings has a lot of unique advantages even over their closest competitor which is Airbnb booking Holdings has been a better investment than Airbnb B any single time you can,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,26:08,26:22,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1568s,AMD,AMD,Advanced Micro Devices,buy_or_add,buy_or_add,0.75,it they wanted to know my take on AMD,talked about but it's one that's highly requested a lot of people interested in it they wanted to know my take on AMD and this is a company that I likewise believe is a buy now that comes with the,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,26:43,26:57,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1603s,AMD,AMD,Advanced Micro Devices,holding_update,hold_or_portfolio_holding,0.65,that will reap most of the gains but AMD,course Nvidia is the dominant company in the industry offering the big portfolio that will reap most of the gains but AMD may be a big winner here because of its lower valuation even if AMD gets 30% of,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,00:53,01:08,https://www.youtube.com/watch?v=6JwSSHaObUk&t=53s,AMZN,AMZN,Amazon,sell_or_reduce,sell_or_reduce,0.75,3.6% and is down over 3% Netflix Amazon,fact some of the sell-offs going on right now are a bit juicy Apple's down 3.6% and is down over 3% Netflix Amazon Tesla booking all of these companies are getting traded down to a big extent,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,04:37,04:50,https://www.youtube.com/watch?v=6JwSSHaObUk&t=277s,AMZN,AMZN,Amazon,holding_update,hold_or_portfolio_holding,0.65,company that I own whether it's Amazon,believe that at all I like seeing people find jobs I think it's better for every company that I own whether it's Amazon or Netflix or any of them you list off any company and people finding jobs is a,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,13:11,13:24,https://www.youtube.com/watch?v=6JwSSHaObUk&t=791s,AMZN,AMZN,Amazon,buy_or_add,buy_or_add,0.85,Amazon this is one that I've covered on,strong buy now next up we have another one that I think is an easy buy which is Amazon this is one that I've covered on my channel for a long period of time and rather than just sharing the bull case,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,42:40,42:53,https://www.youtube.com/watch?v=6JwSSHaObUk&t=2560s,BRK-A,BRK.A,Berkshire Hathaway,buy_or_add,buy_or_add,0.75,with Warren Buffett Warren Buffett,cheaper valuation and this is the type of excuse making that you'll never see with Warren Buffett Warren Buffett advises investors to buy the S&P 500 he's telling them to go out and buy it,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,42:40,42:53,https://www.youtube.com/watch?v=6JwSSHaObUk&t=2560s,BRK-B,BRK.B,Berkshire Hathaway,buy_or_add,buy_or_add,0.75,with Warren Buffett Warren Buffett,cheaper valuation and this is the type of excuse making that you'll never see with Warren Buffett Warren Buffett advises investors to buy the S&P 500 he's telling them to go out and buy it,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,07:52,08:06,https://www.youtube.com/watch?v=6JwSSHaObUk&t=472s,F,F,Ford,buy_or_add,buy_or_add,0.85,Google trades at an 18.9 Ford PE ratio,one is a strong buy which is Google based on the 2026 earnings estimates Google trades at an 18.9 Ford PE ratio that's really cheap on a simple PE basis and Google's growing earnings very fast,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,07:48,08:03,https://www.youtube.com/watch?v=6JwSSHaObUk&t=468s,GOOGL,GOOG,Alphabet,buy_or_add,buy_or_add,0.85,one is a strong buy which is Google,already bought a lot of it's one of my major positions and I still believe this one is a strong buy which is Google based on the 2026 earnings estimates Google trades at an 18.9 Ford PE ratio,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,12:40,12:52,https://www.youtube.com/watch?v=6JwSSHaObUk&t=760s,GOOGL,GOOG,Alphabet,holding_update,hold_or_portfolio_holding,0.65,Google for the prior 10 years this was a,great companies that are growing their BuyBacks over time they would have owned Google for the prior 10 years this was a great time to own Google so Google's growing their BuyBacks and they're,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,27:47,28:01,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1667s,GS,GS,Goldman Sachs,buy_or_add,buy_or_add,0.75,with the downgrade today from Goldman,trends that even when it goes low with its volatility it's still in the green with the downgrade today from Goldman Sachs the stock is down 5.56% and I believe the company's a buy and number,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,44:49,45:03,https://www.youtube.com/watch?v=6JwSSHaObUk&t=2689s,MCD,MCD,McDonald's,sell_or_reduce,sell_or_reduce,0.75,on May of 2022 McDonald's Corporation,sell their assets they would never give away their property to another country on May of 2022 McDonald's Corporation exited Russia and sold all of their stores in Russia to the local Russia,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,00:53,01:08,https://www.youtube.com/watch?v=6JwSSHaObUk&t=53s,NFLX,NFLX,Netflix,sell_or_reduce,sell_or_reduce,0.75,3.6% and is down over 3% Netflix Amazon,fact some of the sell-offs going on right now are a bit juicy Apple's down 3.6% and is down over 3% Netflix Amazon Tesla booking all of these companies are getting traded down to a big extent,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,04:39,04:52,https://www.youtube.com/watch?v=6JwSSHaObUk&t=279s,NFLX,NFLX,Netflix,holding_update,hold_or_portfolio_holding,0.65,or Netflix or any of them you list off,find jobs I think it's better for every company that I own whether it's Amazon or Netflix or any of them you list off any company and people finding jobs is a good thing so when I look at stocks,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,22:19,22:33,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1339s,NKE,NKE,Nike,holding_update,hold_or_portfolio_holding,0.65,good decade from Nike only up 50% over,Nike shareholder I'm sorry it has not been a good half a decade and even a good decade from Nike only up 50% over the past 10 years and especially if you've owned it over the past year,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,22:31,22:43,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1351s,NKE,NKE,Nike,sell_or_reduce,sell_or_reduce,0.75,Nike for a while I sold out once I saw,you're down 30 40% depending on when you were buying into this stock now I own Nike for a while I sold out once I saw that there are some red flags with the company but I think it's time that,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,26:39,26:51,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1599s,NVDA,NVDA,Nvidia,holding_update,hold_or_portfolio_holding,0.65,course Nvidia is the dominant company in,company that I believe doesn't get enough credit in its industry now of course Nvidia is the dominant company in the industry offering the big portfolio that will reap most of the gains but AMD,False,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,19:21,19:36,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1161s,TSLA,TSLA,Tesla,buy_or_add,buy_or_add,0.75,as the arch nemesis of Tesla and full,simple one there's a lot of Tesla investors out there that they view Uber as the arch nemesis of Tesla and full self-driving so simply by buying Uber stock you're almost like aligning,True,True
2025-01-10,Top 10 Stocks To Buy Today,https://www.youtube.com/watch?v=6JwSSHaObUk,19:02,19:14,https://www.youtube.com/watch?v=6JwSSHaObUk&t=1142s,UBER,UBER,Uber,buy_or_add,buy_or_add,0.75,have Uber Technologies this company is a,market that I believe will outperform over a 10-year basis and number five we have Uber Technologies this company is a buy today now there's a couple things going on with Uber that are important,True,True
2025-01-23,The Big Problem With The $500 Billion Bet On AI,https://www.youtube.com/watch?v=TUlB6gmJtoc,02:00,02:12,https://www.youtube.com/watch?v=TUlB6gmJtoc&t=120s,AAPL,AAPL,Apple,sell_or_reduce,sell_or_reduce,0.75,"in apple now I only have a $10,000","down in price over the past month I've sold out of the majority of my position in apple now I only have a $10,000 position which is a very small waiting in my portfolio we're going to take a",False,True
2025-01-23,The Big Problem With The $500 Billion Bet On AI,https://www.youtube.com/watch?v=TUlB6gmJtoc,02:07,02:17,https://www.youtube.com/watch?v=TUlB6gmJtoc&t=127s,AAPL,AAPL,Apple,holding_update,hold_or_portfolio_holding,0.65,look at the future of Apple and the,position which is a very small waiting in my portfolio we're going to take a look at the future of Apple and the challenges this company's facing so we have a lot to get into in this episode,False,True
2025-01-23,The Big Problem With The $500 Billion Bet On AI,https://www.youtube.com/watch?v=TUlB6gmJtoc,20:36,20:50,https://www.youtube.com/watch?v=TUlB6gmJtoc&t=1236s,COST,COST,Costco,holding_update,hold_or_portfolio_holding,0.65,Costco but it's still pretty good up,Pacific's return on Capital employed is not as high as booking Holdings or Costco but it's still pretty good up into the range of 13 to 16% assuming that their cost of capital is anywhere,False,True
2025-01-23,The Big Problem With The $500 Billion Bet On AI,https://www.youtube.com/watch?v=TUlB6gmJtoc,01:26,01:36,https://www.youtube.com/watch?v=TUlB6gmJtoc&t=86s,NFLX,NFLX,Netflix,holding_update,hold_or_portfolio_holding,0.65,week week but Netflix had a great report,ones of the earning season we're going to get more into earning season next week week but Netflix had a great report and as a key holding I want to go over a few details of what we look for in,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,00:00,00:14,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=0s,AAPL,AAPL,Apple,sell_or_reduce,sell_or_reduce,0.75,profitable Investments which is Apple,"that's right I'm still selling one of my longest held companies and most profitable Investments which is Apple it's moved down to only a $6,000 position with $34,000 in gains I'll be",False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,05:01,05:15,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=301s,AAPL,AAPL,Apple,buy_or_add,buy_or_add,0.75,go over Apple later in this episode next,"$5,000 out of apple and bought $5,000 of asml now we've gone over asml and I'll go over Apple later in this episode next we get to Microsoft this is another large holding in my portfolio it's been",True,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,19:33,19:45,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=1173s,AAPL,AAPL,Apple,holding_update,hold_or_portfolio_holding,0.65,like hwei over apple is this a trend,some questions are consumers in China preferencing their own phone companies like hwei over apple is this a trend that's going to continue on in the future Apple like many companies is,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,09:49,10:01,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=589s,AMZN,AMZN,Amazon,sell_or_reduce,sell_or_reduce,0.75,busy at the time buying Netflix Amazon,but I didn't buy The Meta dip I didn't buy back in towards the bottom I was busy at the time buying Netflix Amazon and Google and that's the problem when a lot of great companies sell off at the,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,21:07,21:20,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=1267s,F,F,Ford,buy_or_add,buy_or_add,0.75,trading at valuations and Ford multiples,fact that Apple's not on a dip it's not trading very cheap right now it's trading at valuations and Ford multiples that are elevated based on its history I believe it's best for my portfolio to,True,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,09:51,10:03,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=591s,GOOGL,GOOG,Alphabet,sell_or_reduce,sell_or_reduce,0.75,and Google and that's the problem when a,buy back in towards the bottom I was busy at the time buying Netflix Amazon and Google and that's the problem when a lot of great companies sell off at the exact same time either you can buy a,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,18:27,18:40,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=1107s,MA,MA,Mastercard,holding_update,hold_or_portfolio_holding,0.65,"around 50% on MasterCard it's a $35,000","existence being used is slowly making its way to digital payments I'm up around 50% on MasterCard it's a $35,000 gain and it's still my second largest position in the passive income portfolio",False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,20:44,20:57,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=1244s,MCD,MCD,McDonald's,holding_update,hold_or_portfolio_holding,0.65,McDonald's and many other great,profitable and stable Apple fits really well it fits along with Coca colola McDonald's and many other great companies but in my portfolio I like growth that is above the rate of the,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,00:26,00:37,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=26s,META,META,Meta Platforms,sell_or_reduce,sell_or_reduce,0.75,are concerned about with Microsoft meta,also beat on their earnings but it sold off we'll be looking at what investors are concerned about with Microsoft meta continued its win streak of posting strong earnings Tesla stock missed on,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,06:57,07:10,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=417s,META,META,Meta Platforms,holding_update,hold_or_portfolio_holding,0.65,also had meta and this was possibly the,valuation for me I consider it a hold at the same time that Microsoft reported we also had meta and this was possibly the highlight of the week this was really an incredible earnings report let's look at,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,09:44,09:57,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=584s,META,META,Meta Platforms,buy_or_add,buy_or_add,0.75,but I didn't buy The Meta dip I didn't,buy that Vision at all and neither did Wall Street the stock subsequently fell but I didn't buy The Meta dip I didn't buy back in towards the bottom I was busy at the time buying Netflix Amazon,True,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,00:18,00:31,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=18s,MSFT,MSFT,Microsoft,sell_or_reduce,sell_or_reduce,0.75,the board then we have Microsoft that,week ones like asml asml stock moved up 5% after earnings it was strong across the board then we have Microsoft that also beat on their earnings but it sold off we'll be looking at what investors,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,05:04,05:17,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=304s,MSFT,MSFT,Microsoft,holding_update,hold_or_portfolio_holding,0.65,we get to Microsoft this is another,asml now we've gone over asml and I'll go over Apple later in this episode next we get to Microsoft this is another large holding in my portfolio it's been a great one so far but Microsoft was a,False,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,06:48,07:01,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=408s,MSFT,MSFT,Microsoft,buy_or_add,buy_or_add,0.75,Microsoft it's also not that expensive I,2026 estimates it trades out of 27 this isn't super cheap but for a company like Microsoft it's also not that expensive I think right now Microsoft's at a decent valuation for me I consider it a hold at,True,True
2025-01-31,I'm Still Selling,https://www.youtube.com/watch?v=pXqmXa-w1ic,09:49,10:01,https://www.youtube.com/watch?v=pXqmXa-w1ic&t=589s,NFLX,NFLX,Netflix,sell_or_reduce,sell_or_reduce,0.75,busy at the time buying Netflix Amazon,but I didn't buy The Meta dip I didn't buy back in towards the bottom I was busy at the time buying Netflix Amazon and Google and that's the problem when a lot of great companies sell off at the,False,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,01:15,01:31,https://www.youtube.com/watch?v=yAh55g4P79o&t=75s,AMZN,AMZN,Amazon,holding_update,hold_or_portfolio_holding,0.65,today Amazon shares a similar story down,the amount of capex they were spending Google traded down 5% and another 3.4% today Amazon shares a similar story down 4% today after earnings it's holding up a little bit better but Amazon again was,False,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,01:20,01:35,https://www.youtube.com/watch?v=yAh55g4P79o&t=80s,AMZN,AMZN,Amazon,sell_or_reduce,sell_or_reduce,0.75,a little bit better but Amazon again was,today Amazon shares a similar story down 4% today after earnings it's holding up a little bit better but Amazon again was up 10% and now it's only up 4.5% why are investors selling down these stocks,False,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,15:18,15:30,https://www.youtube.com/watch?v=yAh55g4P79o&t=918s,AMZN,AMZN,Amazon,buy_or_add,buy_or_add,0.75,believe that Amazon is meaningfully,meaningfully undervalued especially after this trade down and I still believe that Amazon is meaningfully undervalued again both of these companies I own significant stakes in,True,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,01:13,01:28,https://www.youtube.com/watch?v=yAh55g4P79o&t=73s,GOOGL,GOOG,Alphabet,holding_update,hold_or_portfolio_holding,0.65,Google traded down 5% and another 3.4%,with Google as soon as investors heard the amount of capex they were spending Google traded down 5% and another 3.4% today Amazon shares a similar story down 4% today after earnings it's holding up,False,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,15:12,15:24,https://www.youtube.com/watch?v=yAh55g4P79o&t=912s,GOOGL,GOOG,Alphabet,buy_or_add,buy_or_add,0.75,range I think that Google is still,that I think is the most Fair valued is Microsoft it's trading closest to its range I think that Google is still meaningfully undervalued especially after this trade down and I still,True,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,01:00,01:13,https://www.youtube.com/watch?v=yAh55g4P79o&t=60s,MSFT,MSFT,Microsoft,sell_or_reduce,sell_or_reduce,0.75,report Microsoft for example is down,Nuance into what to expect now each of these companies sold off after their report Microsoft for example is down 1.6% on the year to date they had strong year-to-date returns until the report,False,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,04:45,04:58,https://www.youtube.com/watch?v=yAh55g4P79o&t=285s,MSFT,MSFT,Microsoft,holding_update,hold_or_portfolio_holding,0.65,Amazon get to this before Microsoft once,should have been their game they thought that they were the tech company how did Amazon get to this before Microsoft once Microsoft realized this they started to build their own cloud and they used,False,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,15:10,15:22,https://www.youtube.com/watch?v=yAh55g4P79o&t=910s,MSFT,MSFT,Microsoft,buy_or_add,buy_or_add,0.75,Microsoft it's trading closest to its,for all three of these companies the one that I think is the most Fair valued is Microsoft it's trading closest to its range I think that Google is still meaningfully undervalued especially,True,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,18:41,18:53,https://www.youtube.com/watch?v=yAh55g4P79o&t=1121s,NFLX,NFLX,Netflix,holding_update,hold_or_portfolio_holding,0.65,members for Netflix so I felt a little,felt good to have him be part of the group and be part of the the shareholder members for Netflix so I felt a little bit validated with him being there and as well as entering into the position,False,True
